id,Posted at,Screen name,Text
298567886723751937,2013-02-04 23:05:05 +0000,mjkirk,"""The easier the behavior, the less it depends on motivation."" - @bjfogg"
298521904103428096,2013-02-04 20:02:22 +0000,mjkirk,RT @sophthewiseone: Great post by @MichaelHyatt on the five characteristics of weak leaders: http://t.co/guffIVzw
298469744514838528,2013-02-04 16:35:07 +0000,mjkirk,3D printing has to be the coolest technology. I can't wait until I can build my own prototypes at home! http://t.co/cFfaWtZA
297072320252633088,2013-01-31 20:02:15 +0000,mjkirk,The best way to predict the future is to create it. - Peter Drucker
297020192742055936,2013-01-31 16:35:06 +0000,mjkirk,Whoa hipmunk redesigned their UI. Really nice!
296845962838691840,2013-01-31 05:02:47 +0000,mjkirk,@srshti oh haha :). well I suppose the best place to find quotes would be a primary source? internets are not to be trusted...
296829929994194944,2013-01-31 03:59:04 +0000,mjkirk,@srshti the joke lies in the fact that Abraham Lincoln died before the internet existed :)
296710563659137025,2013-01-30 20:04:45 +0000,mjkirk,The thing about quotes on the internet is that you cannot confirm their validity. ~ Abraham Lincoln
296657908052152321,2013-01-30 16:35:31 +0000,mjkirk,"If you have to explain how to pronounce your business name, it will be hard for it to travel far."
296393584414957569,2013-01-29 23:05:11 +0000,mjkirk,Great post from Seth Godin about why airports suck http://t.co/js3KBzel
296360224015667200,2013-01-29 20:52:38 +0000,mjkirk,"RT @sophthewiseone: Despite our advancements in email and process improvement, there is no substitute for face to face communication."
296347808947126272,2013-01-29 20:03:18 +0000,mjkirk,Life hacks from Cheezburger - http://t.co/nmlAAyBS
296295407607234560,2013-01-29 16:35:04 +0000,mjkirk,"""Adventure is just bad planning."" - Roald Amundsen"
296031214333218817,2013-01-28 23:05:16 +0000,mjkirk,Maybe it's time to move to Canada? Canada nails it with the startup visa program! http://t.co/5feFfaO2
295985735704657920,2013-01-28 20:04:33 +0000,mjkirk,Contract negotiation is like painting a house: 80% prep / 20% work
295955830346498051,2013-01-28 18:05:43 +0000,mjkirk,RT @kpdurand: Have You Issued Your 1099s? http://t.co/d3BjcNGV
295933041950474244,2013-01-28 16:35:10 +0000,mjkirk,"Software is an effective tool for many things, including frustration"
295228507099914240,2013-01-26 17:55:35 +0000,mjkirk,@gautamrege lolol that's hilarious... exotic in deed
294944043329282049,2013-01-25 23:05:14 +0000,mjkirk,When you have a superior brand overtaking an inferior brand you end up with an inferior brand
294898546409369603,2013-01-25 20:04:27 +0000,mjkirk,"Ideal, average and outlier http://t.co/kSkHmMEm - Seth Godin"
294858559353663489,2013-01-25 17:25:33 +0000,mjkirk,@nilmethod http://t.co/eil41sEO
294845863291932674,2013-01-25 16:35:06 +0000,mjkirk,If what you're doing is so risky that it outweighs the possible return. Why are you doing it?
294639535000809473,2013-01-25 02:55:13 +0000,mjkirk,RT @tenderlove: Sometimes I wish I had worse eyesight so that I wouldn't accidentally read the 50 Shades of Gray knockoff play someone here is writing.
294581667362926592,2013-01-24 23:05:17 +0000,mjkirk,I'm going to Big Ruby Conf in February you should join us! http://t.co/A00DA6rW
294535786106339328,2013-01-24 20:02:58 +0000,mjkirk,"""When we are no longer able to change a situation - we are challenged to change ourselves."" - Viktor Frankl"
294483476625883136,2013-01-24 16:35:06 +0000,mjkirk,For all those speakers out there this is a great guide http://t.co/8xuMCPWs
294219240096018432,2013-01-23 23:05:07 +0000,mjkirk,If you've ever wondered how to sort your sock drawer look no further! http://t.co/jAZlWZIf
294173400295948290,2013-01-23 20:02:58 +0000,mjkirk,"""Man is a complex being: he makes deserts bloom - and lakes die."" - Gil Scott-Heron"
294156252752248832,2013-01-23 18:54:50 +0000,mjkirk,RT @mattmight: I can fix most computer problems merely by standing next to you and asking you to recreate the problem.
294121100005228545,2013-01-23 16:35:09 +0000,mjkirk,A VC: How A Local Government Can Help Local Startups http://t.co/Myp3RZU9 (via @fredwilson)
293856934107435010,2013-01-22 23:05:27 +0000,mjkirk,"""The quieter you become the more you can hear."" - Baba Ram Dass"
293811140159471616,2013-01-22 20:03:29 +0000,mjkirk,The minimalist guide to running effective meetings! http://t.co/aWRvFhuA (via @bfeld)
293440885511839745,2013-01-21 19:32:13 +0000,mjkirk,@wideteams @sophthewiseone e-mail: matt@modulus7.com and sophia@modulus7.com
293396339566473217,2013-01-21 16:35:13 +0000,mjkirk,"Warren Buffett on leverage ""If you're smart you don't need it, and if you're dumb, you got no business using it."""
292401748105125889,2013-01-18 22:43:03 +0000,mjkirk,Human Resource Secrets from The Beatles http://t.co/Lhdfwm6t
292146069326946305,2013-01-18 05:47:05 +0000,mjkirk,"RT @sophthewiseone: TIL: Hitler was a micromanager. ""Hitler was constantly interfering in the decisions of his subordinates."" Explains a lot..."
291713560185303041,2013-01-17 01:08:27 +0000,mjkirk,@avdi @wideteams @sophthewiseone and I have had quite a bit of experience with remote working. We have some horror stories too
291712933522702336,2013-01-17 01:05:57 +0000,mjkirk,RT @MikeG1: Sometimes I think the goal of working at home is to cover every surface in the kitchen with a uniform film of coffee dust.
291577685778509824,2013-01-16 16:08:32 +0000,mjkirk,RT @sophthewiseone: Part of being a great manager is the ability to tell people what you're NOT going to do.
291274185613914112,2013-01-15 20:02:32 +0000,mjkirk,Doing work without checking it over or designing it is hammering nails with a screwdriver.
291222091838140416,2013-01-15 16:35:31 +0000,mjkirk,Why you should Stop using A/B Tests http://t.co/7DL1lpnQ
290957741093183488,2013-01-14 23:05:05 +0000,mjkirk,Can you imagine what I would do if I could do all I can? - Sun Tzu
290911720455688193,2013-01-14 20:02:13 +0000,mjkirk,Damn the White House said no to the death star petition http://t.co/FDFnGH1h
290579119496888320,2013-01-13 22:00:35 +0000,mjkirk,"I fear not the man who has practiced 10,000 kicks once, but I fear the man who has practiced one kick 10,000 times. -Bruce Lee"
289949959246188544,2013-01-12 04:20:31 +0000,mjkirk,"@MarkRCameron awesome, love the blog. Have you done machine learning, or split testing with social media metrics?"
289943502928891904,2013-01-12 03:54:52 +0000,mjkirk,"@MarkRCameron Hey Mark, thanks for the follow back. What kind of stuff does Working 3 do?"
289853489142706176,2013-01-11 21:57:11 +0000,mjkirk,"First step: Big Data, Second Step????, Third Step: PROFIT!"
289849376661188608,2013-01-11 21:40:51 +0000,mjkirk,You don't need a survey to know your employees are unhappy (via @sophthewiseone )
289463995927257091,2013-01-10 20:09:29 +0000,mjkirk,"trainings, learnings, lemmings"
289382041819168769,2013-01-10 14:43:49 +0000,mjkirk,@headius hell yes
288671756963692544,2013-01-08 15:41:24 +0000,mjkirk,Giving employees more money when they are unhappy makes wealthy unhappy employees
288511238697283584,2013-01-08 05:03:34 +0000,mjkirk,@kaleidic @zspencer you know I've never used J before. interesting looking language :)
288507226807734273,2013-01-08 04:47:37 +0000,mjkirk,@zspencer @kaleidic I recommend playing around with octave. For a mind blowing experience look at https://t.co/CsMcDBEG
288346138006917120,2013-01-07 18:07:31 +0000,mjkirk,@creationix +1 to that Tim
287293202015342592,2013-01-04 20:23:31 +0000,mjkirk,@drbrain I feel there should be worse consequences for making generalizations like this....
287292545740972032,2013-01-04 20:20:55 +0000,mjkirk,"@zspencer is this the nice way of saying ""fuck you pay me""?"
287265205191331840,2013-01-04 18:32:16 +0000,mjkirk,This. A Hundred Times This. http://t.co/OuEvF9xj
287019276509003776,2013-01-04 02:15:02 +0000,mjkirk,I'm above average just like the other 90%
286965001837744129,2013-01-03 22:39:22 +0000,mjkirk,@jason_pearl Thanks for the follow :)
286964935030878208,2013-01-03 22:39:06 +0000,mjkirk,@pekkaj Hey thanks for the follow :)
286889250769752064,2013-01-03 17:38:22 +0000,mjkirk,Business model canvas -> strategy and risks board -> validated learning board -> kanban We're missing the point #leanstartup
286888231230914560,2013-01-03 17:34:19 +0000,mjkirk,Lean startup methods seem to becoming more and more fat.
286881054596415489,2013-01-03 17:05:48 +0000,mjkirk,Great rollup of all the great startup posts of 2012 http://t.co/1nf30JZP #startups
286880402847723521,2013-01-03 17:03:12 +0000,mjkirk,@designdaisuki Thought you might like this http://t.co/kNEuUlTp
286633737456844802,2013-01-03 00:43:03 +0000,mjkirk,New Years Resolution #27: Look more like Mungo Jerry http://t.co/uxShoG0i
286613355274321920,2013-01-02 23:22:03 +0000,mjkirk,"Why is it that all statements I download from my bank are called ""Estatement.pdf""? Why not ""Jan2012.pdf""? CMON"
286224343363641345,2013-01-01 21:36:15 +0000,mjkirk,@zspencer They're playing your ass for a fool.
286223940291031042,2013-01-01 21:34:39 +0000,mjkirk,RT @zspencer: I went to Django Unchained and still have NO CLUE how to build web apps in Python.
286223888952733696,2013-01-01 21:34:27 +0000,mjkirk,"@objo oral rehydration therapy helps too https://t.co/qsImgEaW 30ml sugar, 2.5ml salt, 1l water"
286148601380483072,2013-01-01 16:35:17 +0000,mjkirk,Plastic Bertrand .Stop Ou Encore.1982 ☆☆☆ VIDEO http://t.co/sq1TG4HP
285959460952883201,2013-01-01 04:03:43 +0000,mjkirk,PSA: Don't drink and drive tonight okthxbye #CallACab
285906765915242496,2013-01-01 00:34:19 +0000,mjkirk,@chadfowler Bulleit I think is the best
285786163086753794,2012-12-31 16:35:05 +0000,mjkirk,Current status http://t.co/TFZSycBo
285783306061107201,2012-12-31 16:23:44 +0000,mjkirk,RT @madmanweb: Why Friday by Rebecca Black is actually about the JFK assassination: http://t.co/fKpVNo6D
285536443181441024,2012-12-31 00:02:47 +0000,mjkirk,Best coding music ever http://t.co/myJG3CKK (from @breakbot)
285535553435361284,2012-12-30 23:59:15 +0000,mjkirk,"RT @chrisguillebeau: My favorite thing about the TSA is how every agent makes up their own rules, then pretends that the rules are universal."
285535189067788288,2012-12-30 23:57:48 +0000,mjkirk,@avdi my grandmother was a homemaker and had a masters degree from SUNY. what a crock of shit
285534245181616129,2012-12-30 23:54:03 +0000,mjkirk,"@nilmethod you should be using #gtfo. Buy shotgun, live in cave and wear a tinfoil hat"
285533986523082752,2012-12-30 23:53:02 +0000,mjkirk,@objo I stopped reading HN a few months ago and started reading *gasp* real books.
283793146138198017,2012-12-26 04:35:33 +0000,mjkirk,Protip: Don't get sick on christmas....
283611853811249152,2012-12-25 16:35:09 +0000,mjkirk,What is the real value of a 99¢ book?
283249495968464897,2012-12-24 16:35:17 +0000,mjkirk,This seems like fun - pump.io - http://t.co/bSCc0Pw8
282525008289476608,2012-12-22 16:36:25 +0000,mjkirk,"@BentleyGTCSpeed my favorite I've seen is ""MBA, CCP, SPHR"", can't make this BS up."
282197358954041344,2012-12-21 18:54:28 +0000,mjkirk,"RT @EntMagazineAmy: nice quote for a fri: ""A wise man will make more opportunities than he finds."" frances bacon."
282162312935268352,2012-12-21 16:35:12 +0000,mjkirk,Writing software is more like raising a baby than printing a circuit board
282139719138148352,2012-12-21 15:05:25 +0000,mjkirk,"RT @BentleyGTCSpeed: I""m going to do a training."" ""Really? On the way home will you do a driving?"""
281799925392625664,2012-12-20 16:35:12 +0000,mjkirk,"Diversity isn't about skin color, genitalia, or sexual orientation. It's about accepting different ideas."
281479993777864704,2012-12-19 19:23:54 +0000,mjkirk,Another name for not following up after meeting someone new. Opportunity missed.
281473928306774017,2012-12-19 18:59:48 +0000,mjkirk,@sferik Take a look at https://t.co/UsglkzYw it has to do with the twitter client itself. Really bizarre let me know what I can do to help
281469392783540224,2012-12-19 18:41:47 +0000,mjkirk,@sferik definitely let me test a bit more. I got rate limited so I had to stop debugging. thanks Erik
281437675519635456,2012-12-19 16:35:45 +0000,mjkirk,Software is not manufactured - Modulus 7 http://t.co/5HAokD50
281423331557789696,2012-12-19 15:38:45 +0000,mjkirk,@sferik hey does `t followers` work currently? I'm running into a weird error specifically with looking up usernames (not ids)..
281093742524497920,2012-12-18 17:49:05 +0000,mjkirk,@KentHermes hey thanks for the follow
279309943851610113,2012-12-13 19:40:54 +0000,mjkirk,@avdi I wrote an e-book that'll be coming out in Jan. It's about how to attract and hire developers (kind of an anti-recruiter model)
279289757182332929,2012-12-13 18:20:41 +0000,mjkirk,@avdi you recommended @getdpd a while back. all I can say is WOW what an awesome service! thanks for the recco!
279254963769729024,2012-12-13 16:02:26 +0000,mjkirk,What kind of things are you struggling with?
277991169252794369,2012-12-10 04:20:34 +0000,mjkirk,@arpancj Not sure if i'll make it to #rubyconfindia 2013 yet but we'll see. I'll keep my fingers crossed. Work is good keeping busy :) you?
276891483150360576,2012-12-07 03:30:48 +0000,mjkirk,Who else thinks it's creepy linkedin tells you who looks at your profile?
276346875894976513,2012-12-05 15:26:44 +0000,mjkirk,Does Strategy follow Structure or vice versa?
275995640205549569,2012-12-04 16:11:03 +0000,mjkirk,"@arpancj Hey Arpan, is it ok if I use this http://t.co/tGRUWp8z on my website?"
275990245458206720,2012-12-04 15:49:36 +0000,mjkirk,@nilmethod Keep dreaming brosef
275804362868150272,2012-12-04 03:30:58 +0000,mjkirk,"When you are thinking about a new idea, ask ""Is the desired performance punishing?"", or ""Is undesired performance rewarding?"""
275654305128775681,2012-12-03 17:34:42 +0000,mjkirk,"Strategy is about promoting differences, not similarities."
273630029638950915,2012-11-28 03:30:57 +0000,mjkirk,» Bringing the Startup to the Enterprise Blog of Modulus 7 http://t.co/i1JmR4sm
273106566780157953,2012-11-26 16:50:54 +0000,mjkirk,Why you Should Stop Using Conversion Rates http://t.co/gnuxCYQE
273106104844705792,2012-11-26 16:49:04 +0000,mjkirk,http://t.co/gnuxCYQE
273097818850340865,2012-11-26 16:16:08 +0000,mjkirk,"@duckduckgo @nilmethod wolfram alpha, wikipedia integration is ridiculously helpful! Also I just learned about the bang commands today!! :)"
273090798227165184,2012-11-26 15:48:14 +0000,mjkirk,@nilmethod @duckduckgo I like @duckduckgo a lot more switched probably 6 months ago
272882937626783744,2012-11-26 02:02:16 +0000,mjkirk,Do you want to be underrated or overrated?
271294124555112448,2012-11-21 16:48:54 +0000,mjkirk,To Humanity: People stop with the QR codes. Please.
270931703286099968,2012-11-20 16:48:46 +0000,mjkirk,Settling is for suckers (via @sophthewiseone)
270807666991968256,2012-11-20 08:35:53 +0000,mjkirk,» 4 Reasons Why You Should Read your Programming History Blog of Modulus 7 http://t.co/Rtxuvnwi
270730932439371777,2012-11-20 03:30:58 +0000,mjkirk,» A Simplistic Business Model Blog of Modulus 7 http://t.co/GSI1eE0o
269501614656724992,2012-11-16 18:06:06 +0000,mjkirk,Name me one successful business person who did NOT read books.
269484628711202816,2012-11-16 16:58:36 +0000,mjkirk,"RT @sophthewiseone: If you spend your time debating the difference between milestones and deliverables, you have missed the entire point of project mgmt."
269307965591416833,2012-11-16 05:16:37 +0000,mjkirk,RT @sophthewiseone: We don't put enough emphasis on how to build an effective team. You can't end up with a bunch of kickers on your football team.
268576450377035776,2012-11-14 04:49:50 +0000,mjkirk,RT @coderoshi: I think I would rather be a second-rate writer than a first-rate critic
268145269688913920,2012-11-13 00:16:28 +0000,mjkirk,RT @roidrage: Crazy startup idea: build a sustainable business.
267710205670850560,2012-11-11 19:27:41 +0000,mjkirk,Leaders lead from the front
266291106927505408,2012-11-07 21:28:41 +0000,mjkirk,@designdaisuki garbage cans have a good user interface cause I can throw things in them
266290453152923648,2012-11-07 21:26:06 +0000,mjkirk,@nilmethod good time to switch
265236007857815552,2012-11-04 23:36:06 +0000,mjkirk,@nilmethod please let me know when you find out... I would like to know as well
264103425107714048,2012-11-01 20:35:38 +0000,mjkirk,@franklinwebber I have some come find me ;)
263839934547361792,2012-11-01 03:08:36 +0000,mjkirk,@gautamrege damn you're missing rubyconf boo.  Next time!
261901447573159937,2012-10-26 18:45:45 +0000,mjkirk,"@designdaisuki I don't agree with that... that will really skew your results. I.e. making a conclusion before the study is done, bad bad bad"
261880667963531264,2012-10-26 17:23:11 +0000,mjkirk,RT @BentleyGTCSpeed: Working for 8 hours is not an indicator that you've accomplished anything.
261271787189444608,2012-10-25 01:03:42 +0000,mjkirk,"RT @IndianGuru: “When you're good at something, you'll tell everyone. When you're great at something, they'll tell you.” - Walter Payton"
261233484444602368,2012-10-24 22:31:30 +0000,mjkirk,"RT @avdi: When will I learn. Never trust a debugger. Never rely on a debugger. If you need a debugger, you're already boned."
260386601421660160,2012-10-22 14:26:18 +0000,mjkirk,A Simplistic Business Model http://t.co/2RxM4YbD
257889285880045568,2012-10-15 17:02:51 +0000,mjkirk,RT @mattmight: Stop waiting for permission to do the right thing.
256198352520241152,2012-10-11 01:03:41 +0000,mjkirk,"RT @IndianGuru: ""Don't trust words trust actions."" - Anonymous"
255313112301969408,2012-10-08 14:26:04 +0000,mjkirk,Biology is the Reason for our “Hiring Crisis” http://t.co/0RtSVrdP
250734967599034370,2012-09-25 23:14:09 +0000,mjkirk,@designdaisuki nope wishlists are where things I want go to die
250239694149926913,2012-09-24 14:26:06 +0000,mjkirk,Why Software Frameworks should be treated as Scaffolding http://t.co/B6oVP6XZ
248153088706359297,2012-09-18 20:14:41 +0000,mjkirk,RT @chrisbrogan: Your inbox is a perfect delivery mechanism for other people's priorities. Work from your own list.
247021095608279040,2012-09-15 17:16:33 +0000,mjkirk,RT @BentleyGTCSpeed: You don't proclaim yourself a thought leader. Others do.
246808730358906880,2012-09-15 03:12:41 +0000,mjkirk,RT @IndianGuru: I honestly think it is better to be a failure at something you love than to be a success at something you hate.
246373037824421888,2012-09-13 22:21:24 +0000,mjkirk,RT @Azita: The reason we struggle with our insecurities is because we compare our behind the scenes with everyone else's highlight reel. -Steve Furtick
246321377559343104,2012-09-13 18:56:07 +0000,mjkirk,"RT @chendo: With the same load (queries, dataset, etc) on same hardware, @elasticsearch uses about 3-5% CPU. Solr uses 20-50%. Daaaaaaaaamn."
245977899218386944,2012-09-12 20:11:15 +0000,mjkirk,RT @jenny8lee: One field postal addresses from Google. As @epariser put it. This. Is. Hot. http://t.co/G1MEwBgr
245186890326736896,2012-09-10 15:48:04 +0000,mjkirk,What can one do to decrease the amount of time it takes to get new code to market?
245166256750202880,2012-09-10 14:26:05 +0000,mjkirk,Crayons are underrated
244280637383647232,2012-09-08 03:46:57 +0000,mjkirk,@designdaisuki Haven't seen the video thanks for the post :)
244258095151321089,2012-09-08 02:17:22 +0000,mjkirk,RT @avdi: HOLY CRAP ALL-CAPS RECRUITER DO YOU HAVE A JOB LEAD FOR ME?!!!
242290254655139840,2012-09-02 15:57:52 +0000,mjkirk,RT @BentleyGTCSpeed: You'll never be a thought leader if you're not ticking people off.
241545504822013953,2012-08-31 14:38:30 +0000,mjkirk,@designdaisuki do it
238029430671409152,2012-08-21 21:46:53 +0000,mjkirk,@angelinecc whaaaa jealous
237931682202791938,2012-08-21 15:18:28 +0000,mjkirk,RT @BentleyGTCSpeed: Easiest person to see is never best person to see.
237056913920126976,2012-08-19 05:22:27 +0000,mjkirk,@nilmethod chester mox usually has sales too btw...
237056796974542848,2012-08-19 05:21:59 +0000,mjkirk,@nilmethod chester mox http://t.co/Nqz8a8d7
236537895530422272,2012-08-17 19:00:03 +0000,mjkirk,"RT @BentleyGTCSpeed: Disagreeing with an expert doesn't make you an expert, only someone disagreeing! What's YOUR IP?"
236537665351204864,2012-08-17 18:59:08 +0000,mjkirk,RT @jms_: Hosted CI is great until I can’t figure out why a spec is failing on CI when it passes on every team member’s local machine.
236127201064534016,2012-08-16 15:48:06 +0000,mjkirk,Good customer service does not cost seven dollars an hour.
235957948218757120,2012-08-16 04:35:33 +0000,mjkirk,@designdaisuki do you have an example?
235926386001448960,2012-08-16 02:30:08 +0000,mjkirk,Reading off of slides is rude. You're saying that I can't read.
235886939616731136,2012-08-15 23:53:23 +0000,mjkirk,@designdaisuki like a style guide?
235886806707630080,2012-08-15 23:52:51 +0000,mjkirk,"RT @l4rk: James Brown practiced just-in-time, agile funk.

“Can I take ’em to the bridge?”

Most bands would’ve decided that during writing process."
235744172085231618,2012-08-15 14:26:05 +0000,mjkirk,Why Looking for A-Players Is Ineffective http://t.co/wUds7Kjj
235640744105345024,2012-08-15 07:35:06 +0000,mjkirk,Are you deliverable focused or objective focused?
235563996374241280,2012-08-15 02:30:07 +0000,mjkirk,It's easy to lie with statistics. Using them properly takes real skill.
234114449198444544,2012-08-11 02:30:08 +0000,mjkirk,"People are never successful because they are jerks, they are successful in spite of being a jerk."
233752107092692992,2012-08-10 02:30:19 +0000,mjkirk,If you have a 70 line controller action you're doing it wrong
233432489929109504,2012-08-09 05:20:17 +0000,mjkirk,"RT @JEG2: WOW! RT @timoreilly: Awesome! Germany's laws are all on github now, in markdown format https://t.co/OP3kmCTh via @pahlkadot"
233389794766512128,2012-08-09 02:30:37 +0000,mjkirk,Fortunes are made from repeat business
233267770605838336,2012-08-08 18:25:45 +0000,mjkirk,@LeanCircle Awesome thanks! big fan about the idea of putting customers first in development of anything.
233206651950338050,2012-08-08 14:22:53 +0000,mjkirk,"@LeanCircle Hi There, thanks for following me.  Any particular reason why?"
233104282306633729,2012-08-08 07:36:06 +0000,mjkirk,Why is academic writing written in a way that alienates people?
232845079763628032,2012-08-07 14:26:07 +0000,mjkirk,Why Customer Development Always Trumps Your ‘Vision’ http://t.co/svHvsmJ7
231835645914537984,2012-08-04 19:34:59 +0000,mjkirk,"@Lauri_Cook Hey thanks for the follow, any reason why you chose to follow me?"
231577727130537985,2012-08-04 02:30:07 +0000,mjkirk,A company can build up a larger workforce by more hiring or reducing rates of quitting and firing - Donella Meadows
231395524283092993,2012-08-03 14:26:06 +0000,mjkirk,How Breaking the Rules Will Help Your Career http://t.co/Zno40kDD
230490586392690689,2012-08-01 02:30:12 +0000,mjkirk,"""premium"".pluralize == 'premia'.... wat?"
229945959847714817,2012-07-30 14:26:03 +0000,mjkirk,Can You Outsmart Applicant Screening Systems? http://t.co/BjaeYVUB
229654086541258752,2012-07-29 19:06:15 +0000,mjkirk,@nilmethod oh man those were the times bro
228958394822823936,2012-07-27 21:01:49 +0000,mjkirk,@nilmethod Me too man.  Vegannaise is the shit
228619749754564608,2012-07-26 22:36:10 +0000,mjkirk,"RT @BentleyGTCSpeed: Strong mind: Listen, decide to accept or not. Weak mind: Don't listen, just defend."
228349626355441664,2012-07-26 04:42:48 +0000,mjkirk,"RT @peterkchen: ""Good design is a lot like clear thinking made visual."" -Edward Tufte"
228316395681759233,2012-07-26 02:30:45 +0000,mjkirk,x-ray rspec specs
227409258650681345,2012-07-23 14:26:06 +0000,mjkirk,Why Code Ownership is Detrimental To Your Startup http://t.co/LBTuC07E
226504330797268992,2012-07-21 02:30:15 +0000,mjkirk,"""Get the right people on the bus, but don't throw them under it"" -@sophthewiseone"
226141920970289153,2012-07-20 02:30:10 +0000,mjkirk,"""A good library is comprised in large part by books you haven’t read"" - http://t.co/e81IIbfa"
225493874808864768,2012-07-18 07:35:03 +0000,mjkirk,Passive aggression is not an effective strategy for hiring developers
225417122518548480,2012-07-18 02:30:04 +0000,mjkirk,Software is not a panacea
225249870737457153,2012-07-17 15:25:28 +0000,mjkirk,"RT @garybernhardt: This is your periodic reminder that ""pragmatism"" is ""the linking of practice and theory"". Not discarding theory to get things done."
225234917481644032,2012-07-17 14:26:03 +0000,mjkirk,Would You Rather Focus on Your Strengths or Weaknesses? http://t.co/9BBRdhZf
225054795797508097,2012-07-17 02:30:19 +0000,mjkirk,An Additional Point About Brand Experience http://t.co/51paRPeL
224221640874131456,2012-07-14 19:19:39 +0000,mjkirk,"Ha ""Answers to why you are so dressed up"" http://t.co/fiYr9va2"
223967597056626690,2012-07-14 02:30:10 +0000,mjkirk,Brand experience and how it fits into e-commerce http://t.co/TswtqakQ
223647579932606466,2012-07-13 05:18:32 +0000,mjkirk,@nilmethod I'll be back for breakfast
223622950966919171,2012-07-13 03:40:40 +0000,mjkirk,@nilmethod yes!!
222143055107596290,2012-07-09 01:40:06 +0000,mjkirk,"Changed the brake rotors and pads, made pickles, and did some gardening.  Yea prolific weekend accomplished!"
